name,type,description,abbrev,url,contact_info,year_founded,date_start,date_end,sphere,Recurs,Region,Country,State,City
Country Code Names Supporting Organization,Actor,"""The Country Code Names Supporting Organisation (ccNSO) is a body within the ICANN structure created for and by ccTLD managers.
Since its creation in 2003, the ccNSO has provided a forum for country code Top Level Domain (ccTLD) managers to meet and discuss topical issues of concern to ccTLDs from a global perspective.
The ccNSO provides a platform to nurture consensus, technical cooperation and skill building among ccTLDs and facilitates the development of voluntary best practices for ccTLD managers.
It is also responsible for developing and recommending global policies to the ICANN Board for a limited set of issues relating to ccTLDs, such as the introduction of Internationalised Domain Name ccTLDs (IDN ccTLDs).""",ccNSO,http://ccnso.icann.org/,,2003,,,Global,,,,,
Generic Names Supporting Organization,Actor,"""The Generic Names Supporting Organization fashions (and over time, recommends changes to) policies for generic Top-Level Domains (e.g., .com, .org, .biz). The GNSO strives to keep gTLDs operating in a fair, orderly fashion across one global Internet, while promoting innovation and competition. Sample GNSO issues: When you register a domain name, what services must the registrar provide? If you forget to renew your domain name, and it expires, can you get it back? What happens if someone registers a domain name that is confusingly similar to yours? Resources posted here will help you learn more about the GNSO and its policy development process.""",GNSO,http://gnso.icann.org/en/,,2003,,,Global,,,,,
Number Resource Organization,Actor,"""The Number Resource Organization (NRO) is a coordinating body for the five Regional Internet Registries (RIRs) that manage the distribution of Internet number resources including IP addresses and Autonomous System Numbers. Each RIR consists of the Internet community in its region.""",NRO,https://www.nro.net/,,10/24/2003,,,Global,,,,,
Arbor Networks,Actor,"From Wikipedia: ""Arbor Networks is a software company founded in 2000 and based in Burlington, Massachusetts, United States, which sells network security and network monitoring software, used – according to the company's claims – by over 90% of all Internet service providers. The company's products are used to protect networks from denial-of-service attacks, botnets, computer worms, and efforts to disable network routers."" ",,http://www.arbornetworks.com/,,2000,,,Global,,,,,
U.S. Department of Homeland Security,Actor,"""The Department of Homeland Security has a vital mission: to secure the nation from the many threats we face. This requires the dedication of more than 240,000 employees in jobs that range from aviation and border security to emergency response, from cybersecurity analyst to chemical facility inspector. Our duties are wide-ranging, but our goal is clear - keeping America safe.""",US DHS,http://www.dhs.gov/,,11/25/2002,,,National,,,USA,,
Internet Society,Actor,"""The Internet Society is a global cause-driven organization governed by a diverse Board of Trustees that is dedicated to ensuring that the Internet stays open, transparent and defined by you.
We are the world's trusted independent source of leadership for Internet policy,technology standards, and future development. More than simply advancing technology, we work to ensure the Internet continues to grow and evolve as a platform for innovation, economic development, and social progress for people around the world.
With offices around the world, we work to ensure that the Internet and the web that is built on it:
Continues to develop as an open platform that empowers people to share ideas and connect in new and innovative ways
​Serves the economic, social, and educational needs of individuals throughout the world – today and in the future""",ISOC,http://www.internetsociety.org/,,1992,,,Global,,,,,
Hosnieh Rafiee,Actor,"""My current research area entails the privacy and security issues in Internet and Internet infrastructure (authentication, data confidentiality, data integrity  and applied cryptographic, security in virtualization, SDN/NFV security, and Cloud security).  I am focusing on network layer and all layers above it such as application. I have been researching  a lot in DNS and IPv6 related security.  I can do the penetration testing of your network, your servers, and your web applications.""",,http://rozanak.com/contact.aspx?page=home&rnd=44bmndApQp4OA47a0IUCkQ,,,,,Global,,,,,
Martin von Löwis,Actor,,,http://prof.beuth-hochschule.de/loewis,loewis@beuth-hochschule.de,,,,Global,,,,,
Christoph Meinel,Actor,"""The research at the chair of Prof. Dr. Christoph Meinel focuses on investigation of scientific principles, methodes and technologies to design and implement novel Internet technologies and innovative Internet-based IT-systems amd applications [more]. Hereby we concentrate on efficient treatment of big data und revealing potentials of Cloud computing and In-Memory technologie. In particular, we are scientifically active in the following application fields:
Security and Trust Engineering,
Learning and Knowledge Engineering, and
Innovation and Design Thinking Research.""",,http://hpi.de/meinel/chair/prof_dr_ch_meinel.html?L=1.,meinel@hpi.de,,,,Global,,,,,
Amir Herzberg,Actor,"""I am a tenured associate professor in the Computer Science department, Bar Ilan University, Israel. I head the Secure Communication and Computing (`Cyber`) group, where we do lots of exciting research; see also our technical reports. I also like to teach (see my online courses), and especially to advise, and was blessed with great students. I consult when time allows.""",,https://sites.google.com/site/amirherzberg/,amir.herzberg@biu.ac.il,,,,Global,,,,,
Haya Shulman,Actor,"""I am a postdoctoral researcher in the European Center for Security and Privacy by Design (EC-SPRIDE) and in the Center for Advanced Security Research Darmstadt (CASED), both headed by Prof. Michael Waidner at Technische Universität Darmstadt. I am also a principal investigator in the EC-SPRIDE and CASED, and in the Cryptography Based Security Solutions (CROSSING), headed by Prof. Johannes Buchmann, and a key researcher in the SBA research center, Wien. 
My Ph.D. was carried out in the Computer Science Department at Bar-Ilan University in the security and cryptography group led by Prof. Amir Herzberg.
I am interested in all the aspects of systems and network security. Here are some examples of the topics that I work on:
TCP/IP security, in particular, IP (IPv4 and IPv6), TCP, UDP.
Internet naming and routing systems.
Secure channel protocols, such as IPsec and SSL/TLS.
Cloud security.
Covert and side channels.
Privacy.
Denial/degradation of service attacks and defences.""",,https://sites.google.com/site/hayashulman/,haya.shulman@gmail.com,,,,Global,,,,,
Dominik Herrmann,Actor,"""Dominik is a post-doctoral researcher in the Security in Distributed Systems Group (SVS) at University of Hamburg. He holds a position as a research and teaching associate. In 2014 he was appointed as a GI Junior Fellow by Gesellschaft für Informatik (German Computer Science Society).
In his PhD thesis (""Monitoring and Tracking Users in the Domain Name System: Attacks and Countermeasures"", in German) he demonstrated via empirical experiments that DNS resolvers can determine the websites a user visits. Additionally, the operating system, browser and applications running on a user's machine are leaked due to characteristic properties of DNS queries. Moreover, he showed that third parties (e.g., ""Google Public DNS"") can leverage supervised learning techniques to track the activities of Internet users without their consent, even if users have daily changing IP addresses. To this end he developed and evaluated a behavior-based tracking technique that exploits the fact that each user exhibits quite regular and characteristic online behavior that can be used to link his sessions. Dominik also proposed and evaluated privacy enhancing techniques (mix cascades, range queries, very dynamic IP addresses, and caching) that allow users to defend against the monitoring and tracking efforts of third parties.""",,https://www.inf.uni-hamburg.de/de/inst/ab/svs/team/herrmann.html,herrmann@informatik.uni-hamburg.de,,,,Global,,,,,
